Year,County of Residence,County of Residence Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Abnormal Conditions Checked,Abnormal Conditions Checked Code,Births,% of Total Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average LMP Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Live Birth (months),Average Interval Since Last Other Pregnancy Outcome (months)
2021,"Unidentified Counties, VT",50999,None checked,1,At least one checked,0,491,0.0001,29.85,36.8,37.1,3000.24,30.08,11.36,55.49,37.49
2021,"Unidentified Counties, VT",50999,None checked,1,None checked,1,3330,0.0009,29.92,38.99,39.16,3398.75,28.02,12.18,47.09,40.99
2021,"Arlington County, VA",51013,At least one checked,0,None checked,1,13,0,32.62,39.62,39.08,3526.31,21.02,11.08,30,90.00
2021,"Arlington County, VA",51013,None checked,1,At least one checked,0,159,0,33.48,36.49,36.94,2811.82,26.53,10.84,51.95,33.56
2021,"Arlington County, VA",51013,None checked,1,None checked,1,2275,0.0006,33.06,38.78,38.9,3350.21,25.59,11.1,47.05,44.12
2021,"Chesterfield County, VA",51041,At least one checked,0,None checked,1,43,0,28.47,38.84,38.65,3609.95,26.14,10.84,40.6,31.00
2021,"Chesterfield County, VA",51041,None checked,1,At least one checked,0,270,0.0001,30.7,34.75,34.86,2447.28,29.9,10.67,61.32,44.79
2021,"Chesterfield County, VA",51041,None checked,1,None checked,1,3820,0.001,30.15,38.59,38.76,3348.97,28.05,11.23,52.13,51.57
2021,"Fairfax County, VA",51059,At least one checked,0,At least one checked,0,20,0,31.85,36.35,36.75,2870.6,25.53,8.45,50.25,9.50
2021,"Fairfax County, VA",51059,At least one checked,0,None checked,1,69,0,31.01,39.12,39.33,3521.54,24.67,10.97,41.32,30.44
2021,"Fairfax County, VA",51059,None checked,1,At least one checked,0,966,0.0003,32.41,35.35,35.87,2590.73,27.05,10.87,54.8,52.34
2021,"Fairfax County, VA",51059,None checked,1,None checked,1,11419,0.0031,32.05,38.72,39.04,3333.26,25.88,11.3,49.77,51.79
2021,"Henrico County, VA",51087,At least one checked,0,None checked,1,15,0,30.13,38.93,38.73,3480.47,24.22,10.87,54.57,34.50
2021,"Henrico County, VA",51087,None checked,1,At least one checked,0,274,0.0001,31.41,34.81,34.9,2402.15,28.55,10.48,62.2,39.58
2021,"Henrico County, VA",51087,None checked,1,None checked,1,3392,0.0009,30.73,38.69,38.68,3315.32,27.19,11.63,51.8,54.10
2021,"Loudoun County, VA",51107,At least one checked,0,None checked,1,47,0,31.98,38.62,38.83,3344.43,24,11.91,47.9,29.00
2021,"Loudoun County, VA",51107,None checked,1,At least one checked,0,479,0.0001,32.84,35.94,36.37,2754.77,27.58,11.1,58.04,48.91
2021,"Loudoun County, VA",51107,None checked,1,None checked,1,4437,0.0012,32.2,38.69,38.92,3343.63,25.89,11.5,48.67,49.57
2021,"Prince William County, VA",51153,At least one checked,0,At least one checked,0,12,0,28,36.42,37.08,2988.17,28.11,6.33,51.14,Not Applicable
2021,"Prince William County, VA",51153,At least one checked,0,None checked,1,25,0,30.2,39.28,38.92,3678.4,27.33,10.64,42.92,28.00
2021,"Prince William County, VA",51153,None checked,1,At least one checked,0,601,0.0002,31,35.62,36.18,2663.29,28.72,9.86,58.83,51.65
2021,"Prince William County, VA",51153,None checked,1,None checked,1,5609,0.0015,30.38,38.68,39.02,3329.71,27.6,10.68,53.57,51.87
2021,"Spotsylvania County, VA",51177,None checked,1,At least one checked,0,140,0,29.68,34.99,35.64,2551.66,28.95,12.36,55.4,49.84
2021,"Spotsylvania County, VA",51177,None checked,1,None checked,1,1445,0.0004,29.24,38.76,39.07,3375.86,28.07,11.85,51.05,50.36
2021,"Stafford County, VA",51179,At least one checked,0,None checked,1,10,0,31.7,39.1,38.4,3403.6,29.81,9.6,68.2,112.00
2021,"Stafford County, VA",51179,None checked,1,At least one checked,0,163,0,29.87,35.29,35.63,2669.67,29.38,10.71,60.37,59.23
2021,"Stafford County, VA",51179,None checked,1,None checked,1,1618,0.0004,30.33,38.67,39.07,3362.52,27.53,11.64,51.57,48.68
2021,"Alexandria city, VA",51510,None checked,1,At least one checked,0,156,0,31.63,35.58,35.86,2598.76,27.02,10.38,48.22,43.52
2021,"Alexandria city, VA",51510,None checked,1,None checked,1,2021,0.0006,31.98,38.87,39.06,3334.29,25.77,11.58,48.69,48.22
2021,"Chesapeake city, VA",51550,At least one checked,0,None checked,1,22,0,30,39.09,40.27,3449.55,27.72,11.36,54,40.33
2021,"Chesapeake city, VA",51550,None checked,1,At least one checked,0,312,0.0001,30.08,35.38,35.9,2654.49,28.96,12.18,55.63,72.09
2021,"Chesapeake city, VA",51550,None checked,1,None checked,1,2649,0.0007,29.52,38.62,39.06,3348.51,28.02,12.55,51.27,50.18
2021,"Hampton city, VA",51650,None checked,1,At least one checked,0,191,0.0001,28.14,34.98,35.27,2513.62,30.53,10.78,58.74,41.82
2021,"Hampton city, VA",51650,None checked,1,None checked,1,1454,0.0004,28.1,38.69,38.91,3300.22,28.89,11.52,50.81,49.15
2021,"Newport News city, VA",51700,At least one checked,0,None checked,1,19,0,28.53,39.26,39.26,3622.11,26.22,10.84,63.67,Not Applicable
2021,"Newport News city, VA",51700,None checked,1,At least one checked,0,293,0.0001,28.62,35.59,36.13,2584.11,29.76,10.62,53.2,36.98
2021,"Newport News city, VA",51700,None checked,1,None checked,1,2203,0.0006,28.01,38.69,38.88,3278.49,29.07,10.91,52.94,40.50
2021,"Norfolk city, VA",51710,At least one checked,0,None checked,1,32,0,28.56,38.94,39.03,3367.91,26.84,11.44,28.4,30.00
2021,"Norfolk city, VA",51710,None checked,1,At least one checked,0,329,0.0001,28.54,35.48,36.1,2619.81,28.97,11.8,52.96,51.44
2021,"Norfolk city, VA",51710,None checked,1,None checked,1,2750,0.0008,27.76,38.6,38.89,3273.74,28.2,11.94,49.81,50.73
2021,"Richmond city, VA",51760,At least one checked,0,None checked,1,12,0,25.75,39.33,38.42,3385.17,27.88,11.25,23.75,40.00
2021,"Richmond city, VA",51760,None checked,1,At least one checked,0,237,0.0001,29.61,34.05,34,2290.25,29.36,9.3,58.25,60.79
2021,"Richmond city, VA",51760,None checked,1,None checked,1,2726,0.0007,29.2,38.61,38.52,3227,27.98,10.72,54.83,48.16
2021,"Virginia Beach city, VA",51810,At least one checked,0,None checked,1,55,0,29.73,39,39.05,3487.09,25.78,11.17,57.68,33.89
2021,"Virginia Beach city, VA",51810,None checked,1,At least one checked,0,515,0.0001,29.66,35.41,36.08,2632.05,29.35,12,56.95,47.30
2021,"Virginia Beach city, VA",51810,None checked,1,None checked,1,4807,0.0013,29.79,38.68,39,3349.15,27.33,11.89,51.63,54.63
2021,"Unidentified Counties, VA",51999,At least one checked,0,At least one checked,0,75,0,28.21,34.87,34.89,2580.64,31.52,10.4,47.88,43.91
2021,"Unidentified Counties, VA",51999,At least one checked,0,None checked,1,244,0.0001,29.11,38.64,38.75,3411.71,27.78,11.7,63.04,44.39
2021,"Unidentified Counties, VA",51999,None checked,1,At least one checked,0,3488,0.001,29.21,35.49,35.86,2643.76,30.3,10.33,56.18,54.39
2021,"Unidentified Counties, VA",51999,None checked,1,None checked,1,33824,0.0092,28.82,38.71,38.88,3340.28,28.47,11.56,49.85,50.41
2021,"Benton County, WA",53005,At least one checked,0,None checked,1,17,0,27.53,38.24,38,3475,29.97,9.56,39.14,47.50
2021,"Benton County, WA",53005,None checked,1,At least one checked,0,228,0.0001,28.98,36.66,36.81,2955.36,28.92,8.71,53.82,38.38
2021,"Benton County, WA",53005,None checked,1,None checked,1,2293,0.0006,28.76,38.73,38.97,3368.71,27.72,10.79,48.1,48.90
2021,"Clark County, WA",53011,At least one checked,0,At least one checked,0,20,0,28.85,37.15,37.25,3158.85,24.71,11.41,43.88,39.00
2021,"Clark County, WA",53011,At least one checked,0,None checked,1,83,0,28.84,39.41,39.37,3541.49,24.96,11,46.86,35.62
2021,"Clark County, WA",53011,None checked,1,At least one checked,0,693,0.0002,29.52,36.82,36.92,2934.27,28.67,10.42,52.15,49.78
2021,"Clark County, WA",53011,None checked,1,None checked,1,4807,0.0013,29.38,38.88,38.95,3386.94,27.09,10.84,46.82,46.74
2021,"Clark County, WA",53011,Unknown or Not Stated,9,None checked,1,23,0,27.96,38.65,38.57,3435.57,28.31,10.79,38.94,39.50
2021,"Cowlitz County, WA",53015,None checked,1,At least one checked,0,140,0,28.29,36.35,36.46,2894.14,30,9.99,51.06,48.54
2021,"Cowlitz County, WA",53015,None checked,1,None checked,1,1049,0.0003,27.69,38.73,38.89,3384.86,28.28,11.22,45.64,49.11
2021,"King County, WA",53033,At least one checked,0,At least one checked,0,63,0,31.06,36.4,36.17,2972.22,26.85,8.81,64.1,67.44
2021,"King County, WA",53033,At least one checked,0,None checked,1,334,0.0001,31.18,39.21,39.29,3497.04,24.11,10.98,49.42,26.04
2021,"King County, WA",53033,None checked,1,At least one checked,0,2281,0.0006,32.08,36.27,36.5,2783.69,26.58,9.99,55.18,39.35
2021,"King County, WA",53033,None checked,1,None checked,1,20131,0.0055,31.97,38.85,39,3351.62,25.64,10.96,46.91,40.41
2021,"King County, WA",53033,Unknown or Not Stated,9,At least one checked,0,11,0,36.09,35.36,35.64,2648,26.42,10.67,39.5,115.50
2021,"King County, WA",53033,Unknown or Not Stated,9,None checked,1,608,0.0002,32.25,38.66,38.85,3315.27,25.88,11.56,45,25.32
2021,"Kitsap County, WA",53035,At least one checked,0,None checked,1,36,0,30.61,39.17,39.49,3502.39,26,9.24,53.44,34.25
2021,"Kitsap County, WA",53035,None checked,1,At least one checked,0,229,0.0001,29.54,36.13,36.34,2810.48,28.68,8.56,40.78,44.51
2021,"Kitsap County, WA",53035,None checked,1,None checked,1,2448,0.0007,29.68,38.9,39.13,3416.93,27.23,9.31,46.76,46.57
2021,"Kitsap County, WA",53035,Unknown or Not Stated,9,None checked,1,17,0,27.71,37.47,38.53,3077.07,26.92,7.08,36.5,66.00
2021,"Pierce County, WA",53053,At least one checked,0,At least one checked,0,44,0,31.36,35.93,36.25,2860.41,31.41,9.55,45.65,45.25
2021,"Pierce County, WA",53053,At least one checked,0,None checked,1,193,0.0001,29.87,38.99,39.08,3506.86,26.61,10.57,57.25,46.76
2021,"Pierce County, WA",53053,None checked,1,At least one checked,0,1164,0.0003,29.75,36.13,36.38,2812.55,29.38,9.77,53.33,42.80
2021,"Pierce County, WA",53053,None checked,1,None checked,1,9607,0.0026,29.4,38.8,39,3389.74,27.96,10.24,49.22,41.92
2021,"Pierce County, WA",53053,Unknown or Not Stated,9,None checked,1,81,0,28.78,38.31,38.38,3304.79,27.5,10.88,47.87,40.80
2021,"Skagit County, WA",53057,At least one checked,0,None checked,1,10,0,29.3,38.3,38,3225.5,25.76,6.8,63.75,117.00
2021,"Skagit County, WA",53057,None checked,1,At least one checked,0,136,0,28.96,36.07,36.43,2839.52,28.92,8.6,61.33,46.50
2021,"Skagit County, WA",53057,None checked,1,None checked,1,1242,0.0003,29.21,38.93,39.02,3421.2,28.16,10.27,50.28,45.98
2021,"Snohomish County, WA",53061,At least one checked,0,At least one checked,0,37,0,30.78,34.19,34.3,2481.19,26.95,7.53,65.75,51.60
2021,"Snohomish County, WA",53061,At least one checked,0,None checked,1,118,0,30.66,38.99,39.13,3468.14,25.53,11.83,49.83,51.10
2021,"Snohomish County, WA",53061,None checked,1,At least one checked,0,1015,0.0003,31.28,36.28,36.45,2799.37,27.7,10.2,49.93,46.45
2021,"Snohomish County, WA",53061,None checked,1,None checked,1,8455,0.0023,30.8,38.85,39.01,3390.46,26.88,11.14,47.13,45.39
2021,"Snohomish County, WA",53061,Unknown or Not Stated,9,None checked,1,155,0,32.37,38.84,38.92,3389.36,27.02,11.86,46.24,52.00
2021,"Spokane County, WA",53063,At least one checked,0,At least one checked,0,41,0,30.29,36.02,36.45,2935.05,28.68,9.69,51.92,29.20
2021,"Spokane County, WA",53063,At least one checked,0,None checked,1,72,0,27.94,39.24,39.54,3685,27.35,10.83,47.94,29.00
2021,"Spokane County, WA",53063,None checked,1,At least one checked,0,1151,0.0003,29.16,37.15,37.34,3055.77,29.3,10.18,49.98,57.54
2021,"Spokane County, WA",53063,None checked,1,None checked,1,4576,0.0012,28.96,38.9,39.04,3396.45,27.27,11.26,43.09,45.94
2021,"Spokane County, WA",53063,Unknown or Not Stated,9,None checked,1,15,0,26.4,38.87,39.6,3454.93,27.35,11.08,33.43,27.60
2021,"Thurston County, WA",53067,At least one checked,0,None checked,1,59,0,29.08,39.37,39.58,3560.63,25.99,11.73,61.3,41.75
2021,"Thurston County, WA",53067,None checked,1,At least one checked,0,208,0.0001,30,35.53,35.69,2745.3,28.44,9.14,47.13,47.68
2021,"Thurston County, WA",53067,None checked,1,None checked,1,2826,0.0008,29.43,38.83,39,3394.7,27.45,11.04,48,51.01
2021,"Thurston County, WA",53067,Unknown or Not Stated,9,None checked,1,25,0,26.52,38.92,39.08,3484.5,26.61,9.53,42,30.00
2021,"Whatcom County, WA",53073,At least one checked,0,None checked,1,10,0,32,39.3,39.4,3586.4,22.09,10,96,74.67
2021,"Whatcom County, WA",53073,None checked,1,At least one checked,0,277,0.0001,29.75,37.25,37.59,3131.7,27.46,10.25,47.76,53.96
2021,"Whatcom County, WA",53073,None checked,1,None checked,1,1742,0.0005,30.05,39.01,39.12,3482.12,26.67,10.9,44.22,45.14
2021,"Yakima County, WA",53077,At least one checked,0,None checked,1,26,0,28.77,38.69,38.08,3417.65,30.37,11.96,39.54,28.33
2021,"Yakima County, WA",53077,None checked,1,At least one checked,0,363,0.0001,28.58,36.13,35.25,2829.04,30.43,8.96,66.61,53.97
2021,"Yakima County, WA",53077,None checked,1,None checked,1,2987,0.0008,27.94,38.73,37.7,3363.67,29.15,11.03,55.22,42.95
2021,"Unidentified Counties, WA",53999,At least one checked,0,At least one checked,0,43,0,31.07,35.33,35.93,2654.07,26.79,8.44,64.5,69.44
2021,"Unidentified Counties, WA",53999,At least one checked,0,None checked,1,136,0,28.65,39,39.12,3478.04,25.87,10.86,50.62,46.64
2021,"Unidentified Counties, WA",53999,None checked,1,At least one checked,0,1273,0.0003,28.93,36.54,36.83,2912.97,28.9,9.77,52.58,49.37
2021,"Unidentified Counties, WA",53999,None checked,1,None checked,1,10150,0.0028,28.66,38.84,39.05,3399.06,27.86,10.93,48.28,48.66
2021,"Unidentified Counties, WA",53999,Unknown or Not Stated,9,None checked,1,52,0,28.77,38.92,39.15,3341.39,28.3,10.18,62.63,53.64
2021,"Berkeley County, WV",54003,At least one checked,0,None checked,1,13,0,29.15,39,38.54,3519.85,25.12,11.69,78.43,13.00
2021,"Berkeley County, WV",54003,None checked,1,At least one checked,0,195,0.0001,28.03,35.9,36.04,2757.62,29.96,10.31,60.55,44.60
2021,"Berkeley County, WV",54003,None checked,1,None checked,1,1265,0.0003,28.22,38.6,39,3367.27,29.21,11.82,49.87,44.56
2021,"Kanawha County, WV",54039,At least one checked,0,None checked,1,10,0,29.7,37.8,37.5,3290.5,29.67,9.3,34,45.00
2021,"Kanawha County, WV",54039,None checked,1,At least one checked,0,168,0,28.01,34.54,34.73,2439.15,27.81,8.59,54.13,61.51
2021,"Kanawha County, WV",54039,None checked,1,None checked,1,1531,0.0004,27.43,38.29,38.44,3273.98,28.6,11.54,48.23,46.51
2021,"Kanawha County, WV",54039,None checked,1,Unknown or Not Stated,9,16,0,26.38,38.19,39,3241.56,31.3,11.06,63.64,19.00
2021,"Kanawha County, WV",54039,Unknown or Not Stated,9,None checked,1,15,0,26.47,38.07,38,3341.33,34.35,11.64,50.8,30.33
2021,"Unidentified Counties, WV",54999,At least one checked,0,At least one checked,0,48,0,27.58,34.6,34.85,2522.92,29.62,7.79,37.27,26.50
2021,"Unidentified Counties, WV",54999,At least one checked,0,None checked,1,164,0,27.61,38.52,38.76,3418.82,27.72,10.95,44.35,37.09
2021,"Unidentified Counties, WV",54999,None checked,1,At least one checked,0,1524,0.0004,28.29,35.28,35.52,2629.89,29.46,9.99,52.44,49.20
2021,"Unidentified Counties, WV",54999,None checked,1,None checked,1,12096,0.0033,27.18,38.46,38.66,3300.54,28.55,11.31,47.03,42.39
2021,"Unidentified Counties, WV",54999,None checked,1,Unknown or Not Stated,9,50,0,28.22,37.43,37.65,3162.46,29.89,10.86,47.27,49.00
2021,"Unidentified Counties, WV",54999,Unknown or Not Stated,9,At least one checked,0,17,0,29,36.24,36,2909.82,29.51,9.71,61.6,65.50
2021,"Unidentified Counties, WV",54999,Unknown or Not Stated,9,None checked,1,64,0,26.62,38.41,38.66,3322.33,30.34,11.7,52.29,31.77
2021,"Brown County, WI",55009,At least one checked,0,At least one checked,0,15,0,31,37.67,38.07,3355.67,27.33,12.67,39.17,58.33
2021,"Brown County, WI",55009,At least one checked,0,None checked,1,37,0,28.24,38.81,39.03,3505.49,26.94,13.92,60.31,37.33
2021,"Brown County, WI",55009,None checked,1,At least one checked,0,375,0.0001,28.93,35.86,36.25,2780.9,30.67,13.15,47.88,34.40
2021,"Brown County, WI",55009,None checked,1,None checked,1,2633,0.0007,29.17,38.64,38.92,3375.15,27.86,13.08,42.37,38.32
2021,"Dane County, WI",55025,At least one checked,0,At least one checked,0,46,0,32.46,36.11,36.11,2783.15,26.28,10.83,46.8,39.38
2021,"Dane County, WI",55025,At least one checked,0,None checked,1,212,0.0001,30.76,39.21,39.33,3471.52,25.62,11.12,44.53,39.89
2021,"Dane County, WI",55025,None checked,1,At least one checked,0,829,0.0002,31,36.66,36.75,2882.04,28.11,10.5,50.59,42.82
2021,"Dane County, WI",55025,None checked,1,None checked,1,4604,0.0013,31.02,38.87,38.93,3392.33,26.52,11.08,44.04,41.50
2021,"Fond du Lac County, WI",55039,At least one checked,0,None checked,1,19,0,27.11,38.53,38.68,3360.95,25.81,11.68,51,11.00
2021,"Fond du Lac County, WI",55039,None checked,1,At least one checked,0,155,0,29.01,36.57,36.89,3006.54,29.44,10.68,52.24,34.78
2021,"Fond du Lac County, WI",55039,None checked,1,None checked,1,855,0.0002,29.19,38.62,38.77,3376.01,28.05,11.4,43.84,36.61
2021,"Kenosha County, WI",55059,At least one checked,0,At least one checked,0,10,0,28.8,37.4,38,3305.1,27.22,9.8,70,101.00
2021,"Kenosha County, WI",55059,At least one checked,0,None checked,1,30,0,28.77,39.17,39.13,3558.8,24.74,12.33,59.58,36.50
2021,"Kenosha County, WI",55059,None checked,1,At least one checked,0,252,0.0001,29.11,36.41,36.77,2897.81,30.12,10.66,59.24,39.83
2021,"Kenosha County, WI",55059,None checked,1,None checked,1,1451,0.0004,29.04,38.68,38.85,3352.82,28.42,11.63,47.79,40.99
2021,"La Crosse County, WI",55063,At least one checked,0,None checked,1,17,0,30.24,39.59,40.12,3539.71,27.65,10.59,24.67,46.67
2021,"La Crosse County, WI",55063,None checked,1,At least one checked,0,116,0,30.62,35.54,35.69,2557.08,28.23,10.34,58.4,34.19
2021,"La Crosse County, WI",55063,None checked,1,None checked,1,1015,0.0003,30.25,39.04,39.12,3448.63,28.21,10.77,43.97,40.95
2021,"Marathon County, WI",55073,At least one checked,0,None checked,1,10,0,30.3,39.3,40.2,3727.4,27.45,10.3,107.25,Not Applicable
2021,"Marathon County, WI",55073,None checked,1,At least one checked,0,179,0,30.07,36.26,36.45,2898.41,30.8,9.51,43.46,36.73
2021,"Marathon County, WI",55073,None checked,1,None checked,1,1224,0.0003,29.02,38.69,38.91,3380.88,28.26,10.53,41.45,39.88
2021,"Milwaukee County, WI",55079,At least one checked,0,At least one checked,0,60,0,30.2,36.08,36.2,2719.38,30.74,10.88,58.25,71.14
2021,"Milwaukee County, WI",55079,At least one checked,0,None checked,1,173,0,29.58,39.05,39.24,3440.99,26.6,11.15,48.15,54.68
2021,"Milwaukee County, WI",55079,None checked,1,At least one checked,0,1884,0.0005,29.11,36.18,36.44,2730.62,29.86,9.62,54.03,53.03
2021,"Milwaukee County, WI",55079,None checked,1,None checked,1,9866,0.0027,28.93,38.59,38.78,3255.62,28.41,11.06,48.49,48.64
2021,"Outagamie County, WI",55087,At least one checked,0,None checked,1,26,0,30.5,38.81,39.23,3421.85,26.59,13.12,47.88,10.00
2021,"Outagamie County, WI",55087,None checked,1,At least one checked,0,313,0.0001,29.48,36.54,36.64,2898.15,29.71,13.76,47.44,37.58
2021,"Outagamie County, WI",55087,None checked,1,None checked,1,1835,0.0005,29.74,38.75,38.91,3421.58,27.86,14.19,42.39,39.59
2021,"Racine County, WI",55101,At least one checked,0,At least one checked,0,16,0,29.06,37.12,36.5,3139.5,30.33,10.75,46.44,34.75
2021,"Racine County, WI",55101,At least one checked,0,None checked,1,32,0,30.56,38.22,38.34,3360.53,28.24,10.9,53.1,37.67
2021,"Racine County, WI",55101,None checked,1,At least one checked,0,301,0.0001,29.5,35.28,35.78,2668.94,30.54,10.02,51.75,41.20
2021,"Racine County, WI",55101,None checked,1,None checked,1,1878,0.0005,28.73,38.57,38.81,3303.74,28.69,11.05,46.94,39.76
2021,"Rock County, WI",55105,At least one checked,0,None checked,1,35,0,27.71,38.71,39.17,3366.77,28.15,11.29,43.83,32.40
2021,"Rock County, WI",55105,None checked,1,At least one checked,0,166,0,28.92,35.44,35.63,2614.96,30.69,10.25,58.28,37.42
